oem,model,launch_announced,launch_status,body_dimensions,body_weight,body_sim,display_type,display_size,display_resolution,features_sensors,platform_os
Huawei,P40,"2020, March 26","Available. Released 2020, April 07",148.9 x 71.1 x 8.5 mm (5.86 x 2.80 x 0.33 in),175 g (6.17 oz),"Single SIM (Nano-SIM/eSIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","OLED capacitive touchscreen, 16M colors","6.1 inches, 91.3 cm (~86.3% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~422 ppi density)","Infrared face recognition, fingerprint (under display, optical), accelerometer, gyro, proximity, compass, color spectrum","Android 10, EMUI 10.1, no Google Play Services"
