oem,model,launch_announced,launch_status,body_dimensions,body_weight,body_sim,display_type,display_size,display_resolution,features_sensors,platform_os
Haier,V280,2005,Discontinued,109 x 44 x 14.5 mm (4.29 x 1.73 x 0.57 in),80 g (2.82 oz),Mini-SIM,65K colors,,128 x 160 pixels,V1,
